"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0021782",6968,"Q01973","ROR1","Inactive tyrosine-protein kinase transmembrane receptor ROR1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",6969,"Q01974","ROR2","Tyrosine-protein kinase transmembrane receptor ROR2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",6988,"Q02246","CNTN2","Contactin-2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7036,"Q03052","POU3F1","POU domain, class 3, transcription factor 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7165,"Q06945","SOX4","Transcription factor SOX-4","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7200,"Q07954","LRP1","Prolow-density lipoprotein receptor-related protein 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7364,"Q12860","CNTN1","Contactin-1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7470,"Q13144","EIF2B5","Translation initiation factor eIF-2B subunit epsilon","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7569,"Q13418","ILK","Integrin-linked protein kinase","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7607,"Q13491","GPM6B","Neuronal membrane glycoprotein M6-b","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7711,"Q13875","MOBP","Myelin-associated oligodendrocyte basic protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7757,"Q14118","DAG1","Dystroglycan 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",7809,"Q14232","EIF2B1","Translation initiation factor eIF-2B subunit alpha","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",8065,"Q15109","AGER","Advanced glycosylation end product-specific receptor","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",8079,"Q15149","PLEC","Plectin","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",8153,"Q15465","SHH","Sonic hedgehog protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",8363,"Q16620","NTRK2","BDNF/NT-3 growth factors receptor","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",9261,"Q5T1S8","NCMAP","Noncompact myelin-associated protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",9366,"Q5TA89","HES5","Transcription factor HES-5","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",9389,"Q5TCY1","TTBK1","Tau-tubulin kinase 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",9610,"Q5XXA6","ANO1","Anoctamin-1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",9887,"Q6N022","TENM4","Teneurin-4","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",10763,"Q7L5A8","FA2H","Fatty acid 2-hydroxylase","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",11096,"Q86SQ4","ADGRG6","Adhesion G-protein coupled receptor G6","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",11416,"Q86YC3","NRROS","Transforming growth factor beta activator LRRC33","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",11683,"Q8IXJ6","SIRT2","NAD-dependent protein deacetylase sirtuin-2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",11927,"Q8N135","LGI4","Leucine-rich repeat LGI family member 4","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",12062,"Q8N3R9","PALS1","Protein PALS1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13107,"Q8TAK6","OLIG1","Oligodendrocyte transcription factor 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13387,"Q8TEW0","PARD3","Partitioning defective 3 homolog","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13398,"Q8TF17","SH3TC2","SH3 domain and tetratricopeptide repeat-containing protein 2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13765,"Q92542","NCSTN","Nicastrin","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13791,"Q92597","NDRG1","Protein NDRG1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13817,"Q92633","LPAR1","Lysophosphatidic acid receptor 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",13968,"Q93074","MED12","Mediator of RNA polymerase II transcription subunit 12","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",14105,"Q96AG3","SLC25A46","Mitochondrial outer membrane protein SLC25A46","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",14271,"Q96DB2","HDAC11","Histone deacetylase 11","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",14824,"Q96MN9","ZNF488","Zinc finger protein 488","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",14921,"Q96P11","NSUN5","28S rRNA (cytosine-C(5))-methyltransferase","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",15367,"Q99835","SMO","Smoothened homolog","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",15404,"Q99972","MYOC","Myocilin","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",15524,"Q9BRK3","MXRA8","Matrix remodeling-associated protein 8","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",15883,"Q9BXM0","PRX","Periaxin","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",16052,"Q9BZC7","ABCA2","ATP-binding cassette sub-family A member 2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",16128,"Q9C056","NKX6-2","Homeobox protein Nkx-6.2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",17257,"Q9NQV8","PRDM8","PR domain zinc finger protein 8","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",17295,"Q9NR50","EIF2B3","Translation initiation factor eIF-2B subunit gamma","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",17322,"Q9NRD5","PICK1","PRKCA-binding protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",17841,"Q9NZC2","TREM2","Triggering receptor expressed on myeloid cells 2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",18203,"Q9UBX8","B4GALT6","Beta-1,4-galactosyltransferase 6","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",18374,"Q9UI10","EIF2B4","Translation initiation factor eIF-2B subunit delta","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",18865,"Q9UPY3","DICER1","Endoribonuclease Dicer","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",18867,"Q9UPY6","WASF3","Actin-binding protein WASF3","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",19005,"Q9Y2G1","MYRF","Myelin regulatory factor","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",19526,"Q9Y6N6","LAMC3","Laminin subunit gamma-3","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021801",2152,"O75044","SRGAP2","SLIT-ROBO Rho GTPase-activating protein 2","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",2329,"O75553","DAB1","Disabled homolog 1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",2561,"O94901","SUN1","SUN domain-containing protein 1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",2585,"O94967","WDR47","WD repeat-containing protein 47","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",3106,"P02461","COL3A1","Collagen alpha-1(III) chain","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",3426,"P07942","LAMB1","Laminin subunit beta-1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",3756,"P0DJJ0","SRGAP2C","SLIT-ROBO Rho GTPase-activating protein 2C","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",3886,"P10071","GLI3","Transcriptional activator GLI3","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",5181,"P35222","CTNNB1","Catenin beta-1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",5494,"P43034","PAFAH1B1","Platelet-activating factor acetylhydrolase IB subunit beta","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",6226,"P55316","FOXG1","Forkhead box protein G1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",6750,"P78509","RELN","Reelin","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",6883,"Q00535","CDK5","Cyclin-dependent kinase 5","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",7533,"Q13319","CDK5R2","Cyclin-dependent kinase 5 activator 2","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",7754,"Q14114","LRP8","Low-density lipoprotein receptor-related protein 8","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",8061,"Q15078","CDK5R1","Cyclin-dependent kinase 5 activator 1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",9534,"Q5VWQ8","DAB2IP","Disabled homolog 2-interacting protein","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",13655,"Q8WXH0","SYNE2","Nesprin-2","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",14802,"Q96MC5","BMERB1","bMERB domain-containing protein 1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",14865,"Q96N66","MBOAT7","Lysophospholipid acyltransferase 7","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",16421,"Q9H244","P2RY12","P2Y purinoceptor 12","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",17224,"Q9NQC3","RTN4","Reticulon-4","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",17338,"Q9NRI5","DISC1","Disrupted in schizophrenia 1 protein","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",18302,"Q9UH99","SUN2","SUN domain-containing protein 2","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",18662,"Q9ULJ6","ZMIZ1","Zinc finger MIZ domain-containing protein 1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",19199,"Q9Y466","NR2E1","Nuclear receptor subfamily 2 group E member 1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021801",19446,"Q9Y653","ADGRG1","Adhesion G-protein coupled receptor G1","cerebral cortex radial glia guided migration","The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."
"GO:0021806",16421,"Q9H244","P2RY12","P2Y purinoceptor 12","initiation of movement involved in cerebral cortex radial glia guided migration","The initial stages of cell motility involved in the glial-mediated movement of cells in the developing cerebral cortex."
"GO:0021808",16421,"Q9H244","P2RY12","P2Y purinoceptor 12","cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration","The process that results in the fluctuations in intracellular calcium that are responsible for the initiation of movement as a component of the process of cerebral cortex glial-mediated radial migration."
"GO:0021812",2329,"O75553","DAB1","Disabled homolog 1","neuronal-glial interaction involved in cerebral cortex radial glia guided migration","The changes in adhesion between neuronal cells and glial cells as a component of the process of cerebral cortex glial-mediated radial cell migration."
"GO:0021812",3426,"P07942","LAMB1","Laminin subunit beta-1","neuronal-glial interaction involved in cerebral cortex radial glia guided migration","The changes in adhesion between neuronal cells and glial cells as a component of the process of cerebral cortex glial-mediated radial cell migration."
"GO:0021813",2329,"O75553","DAB1","Disabled homolog 1","cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration","The interaction between two cells that modulates the association of a neuronal cell and a glial cell involved in glial-mediated radial cell migration in the cerebral cortex."
"GO:0021814",2152,"O75044","SRGAP2","SLIT-ROBO Rho GTPase-activating protein 2","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",2561,"O94901","SUN1","SUN domain-containing protein 1","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",3756,"P0DJJ0","SRGAP2C","SLIT-ROBO Rho GTPase-activating protein 2C","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",9534,"Q5VWQ8","DAB2IP","Disabled homolog 2-interacting protein","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",13655,"Q8WXH0","SYNE2","Nesprin-2","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",14802,"Q96MC5","BMERB1","bMERB domain-containing protein 1","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",16421,"Q9H244","P2RY12","P2Y purinoceptor 12","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021814",18302,"Q9UH99","SUN2","SUN domain-containing protein 2","cell motility involved in cerebral cortex radial glia guided migration","The movement of a cell along the process of a radial glial cell involved in cerebral cortex glial-mediated radial migration."
"GO:0021815",2152,"O75044","SRGAP2","SLIT-ROBO Rho GTPase-activating protein 2","modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration","Rearrangements of the microtubule cytoskeleton that contribute to the movement of cells along radial glial cells as a component of the process of cerebral cortex glial-mediated radial migration."
"GO:0021815",2561,"O94901","SUN1","SUN domain-containing protein 1","modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration","Rearrangements of the microtubule cytoskeleton that contribute to the movement of cells along radial glial cells as a component of the process of cerebral cortex glial-mediated radial migration."
"GO:0021815",3756,"P0DJJ0","SRGAP2C","SLIT-ROBO Rho GTPase-activating protein 2C","modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration","Rearrangements of the microtubule cytoskeleton that contribute to the movement of cells along radial glial cells as a component of the process of cerebral cortex glial-mediated radial migration."
"GO:0021815",13655,"Q8WXH0","SYNE2","Nesprin-2","modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration","Rearrangements of the microtubule cytoskeleton that contribute to the movement of cells along radial glial cells as a component of the process of cerebral cortex glial-mediated radial migration."
"GO:0021815",18302,"Q9UH99","SUN2","SUN domain-containing protein 2","modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration","Rearrangements of the microtubule cytoskeleton that contribute to the movement of cells along radial glial cells as a component of the process of cerebral cortex glial-mediated radial migration."
"GO:0021816",2152,"O75044","SRGAP2","SLIT-ROBO Rho GTPase-activating protein 2","extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration","The rearrangements of the microtubule cytoskeleton that result in the extension of a leading process, where this process is involved in the movement of cells along radial glial cells."
"GO:0021816",3756,"P0DJJ0","SRGAP2C","SLIT-ROBO Rho GTPase-activating protein 2C","extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration","The rearrangements of the microtubule cytoskeleton that result in the extension of a leading process, where this process is involved in the movement of cells along radial glial cells."
"GO:0021817",2561,"O94901","SUN1","SUN domain-containing protein 1","nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration","The microtubule-mediated movement of the nucleus that is required for the movement of cells along radial glial fibers as a component of the process of cerebral cortex glial-mediated radial cell migration."
"GO:0021817",13655,"Q8WXH0","SYNE2","Nesprin-2","nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration","The microtubule-mediated movement of the nucleus that is required for the movement of cells along radial glial fibers as a component of the process of cerebral cortex glial-mediated radial cell migration."
"GO:0021817",18302,"Q9UH99","SUN2","SUN domain-containing protein 2","nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration","The microtubule-mediated movement of the nucleus that is required for the movement of cells along radial glial fibers as a component of the process of cerebral cortex glial-mediated radial cell migration."
"GO:0021822",14802,"Q96MC5","BMERB1","bMERB domain-containing protein 1","negative regulation of cell motility involved in cerebral cortex radial glia guided migration","The intracellular signaling pathway that results in the cessation of cell movement involved in lamination of the cerebral cortex."
"GO:0021858",642,"A6NFD8","HELT","Hairy and enhancer of split-related protein HELT","GABAergic neuron differentiation in basal ganglia","The process in which a neuroblast acquires the specialized structural and functional features of a GABAergic inhibitory neuron in the basal ganglia. Differentiation includes the processes involved in commitment of a neuroblast to a GABAergic neuron."
"GO:0021861",3886,"P10071","GLI3","Transcriptional activator GLI3","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021861",6529,"P61586","RHOA","Transforming protein RhoA","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021861",7851,"Q14469","HES1","Transcription factor HES-1","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021861",9366,"Q5TA89","HES5","Transcription factor HES-5","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021861",11150,"Q86U44","METTL3","N6-adenosine-methyltransferase catalytic subunit","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021861",17006,"Q9HCE5","METTL14","N6-adenosine-methyltransferase non-catalytic subunit","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021861",18470,"Q9UJU2","LEF1","Lymphoid enhancer-binding factor 1","forebrain radial glial cell differentiation","The process in which neuroepithelial cells of the neural tube give rise to radial glial cells, specialized bipotential progenitors cells of the forebrain. Differentiation includes the processes involved in commitment of a cell to a specific fate."
"GO:0021932",2329,"O75553","DAB1","Disabled homolog 1","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",3313,"P05556","ITGB1","Integrin beta-1","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",4151,"P14415","ATP1B2","Sodium/potassium-transporting ATPase subunit beta-2","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",4804,"P26232","CTNNA2","Catenin alpha-2","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",8701,"Q3SXY8","ARL13B","ADP-ribosylation factor-like protein 13B","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",11916,"Q8N111","CEND1","Cell cycle exit and neuronal differentiation protein 1","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",18087,"Q9P2R6","RERE","Arginine-glutamic acid dipeptide repeats protein","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021932",18470,"Q9UJU2","LEF1","Lymphoid enhancer-binding factor 1","hindbrain radial glia guided cell migration","The radially directed movement of a cell along radial glial cells in the hindbrain. Radial migration refers to a directed movement from the internal ventricular area to the outer surface of the hindbrain."
"GO:0021933",11916,"Q8N111","CEND1","Cell cycle exit and neuronal differentiation protein 1","radial glia guided migration of cerebellar granule cell","The inward migration of postmitotic granule cells along a radial glial cell from the external granule layer to the internal granule cell layer."
"GO:0021942",2329,"O75553","DAB1","Disabled homolog 1","radial glia guided migration of Purkinje cell","The migration of postmitotic a Purkinje cell along radial glial cells from the ventricular zone to the Purkinje cell layer."
"GO:0021942",4804,"P26232","CTNNA2","Catenin alpha-2","radial glia guided migration of Purkinje cell","The migration of postmitotic a Purkinje cell along radial glial cells from the ventricular zone to the Purkinje cell layer."
"GO:0021942",18087,"Q9P2R6","RERE","Arginine-glutamic acid dipeptide repeats protein","radial glia guided migration of Purkinje cell","The migration of postmitotic a Purkinje cell along radial glial cells from the ventricular zone to the Purkinje cell layer."
"GO:0021943",3313,"P05556","ITGB1","Integrin beta-1","formation of radial glial scaffolds","The formation of scaffolds from a radial glial cell. The scaffolds are used as a substrate for the radial migration of cells."
"GO:0021943",8701,"Q3SXY8","ARL13B","ADP-ribosylation factor-like protein 13B","formation of radial glial scaffolds","The formation of scaffolds from a radial glial cell. The scaffolds are used as a substrate for the radial migration of cells."
"GO:0021943",18470,"Q9UJU2","LEF1","Lymphoid enhancer-binding factor 1","formation of radial glial scaffolds","The formation of scaffolds from a radial glial cell. The scaffolds are used as a substrate for the radial migration of cells."
"GO:0021944",4151,"P14415","ATP1B2","Sodium/potassium-transporting ATPase subunit beta-2","neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration","The changes in adhesion between a neuronal cell and a glial cell as a component of the process of hindbrain glial-mediated radial cell migration."
"GO:0022030",2152,"O75044","SRGAP2","SLIT-ROBO Rho GTPase-activating protein 2","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",2329,"O75553","DAB1","Disabled homolog 1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",2561,"O94901","SUN1","SUN domain-containing protein 1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",2585,"O94967","WDR47","WD repeat-containing protein 47","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",3106,"P02461","COL3A1","Collagen alpha-1(III) chain","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",3426,"P07942","LAMB1","Laminin subunit beta-1","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
"GO:0022030",3756,"P0DJJ0","SRGAP2C","SLIT-ROBO Rho GTPase-activating protein 2C","telencephalon glial cell migration","The orderly movement of glial cells through the telencephalon."
